,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020,room_type
0,0.22502250225022502,0.41208791208791207,0.0800711743772242,0.048,0.19750519750519752,0.0273972602739726,Entire home/apt
1,0.089008900890089,5.164835164835165,0.0,0.295,2.4220374220374223,0.0273972602739726,Entire home/apt
2,0.2000200020002,9.945054945054945,0.017793594306049827,0.078,0.3066528066528067,0.5205479452054794,Entire home/apt
3,0.060006000600060005,0.0,0.2491103202846975,0.049,0.19230769230769232,10.0,Private room
4,0.07900790079007901,3.8736263736263736,0.008896797153024912,0.454,1.8243243243243243,6.63013698630137,Private room
5,0.15001500150015,2.3626373626373627,0.0,0.161,0.6652806652806653,0.0273972602739726,Entire home/apt
6,0.085008500850085,8.873626373626374,0.017793594306049827,0.204,0.8056133056133057,0.273972602739726,Private room
7,0.089008900890089,0.32967032967032966,0.026690391459074737,0.175,0.6964656964656966,0.0,Private room
8,0.12001200120012001,6.208791208791209,1.5925266903914592,0.027,0.10914760914760915,7.424657534246575,Entire home/apt
9,0.14001400140014,8.763736263736263,0.008896797153024912,0.17,0.6860706860706862,0.0,Entire home/apt
10,0.19901990199019903,0.41208791208791207,0.0,0.215,0.9251559251559253,0.0,Entire home/apt
11,0.09900990099009901,4.725274725274725,0.017793594306049827,0.075,2.2972972972972974,1.7260273972602738,Entire home/apt
12,0.299029902990299,0.3846153846153846,0.017793594306049827,0.009,0.031185031185031187,0.0273972602739726,Entire home/apt
13,0.115011501150115,0.10989010989010989,0.0,0.143,0.5925155925155925,0.0,Private room
14,0.08000800080008001,0.10989010989010989,0.0,0.041,0.18711018711018712,4.10958904109589,Private room
15,0.032003200320032,0.41208791208791207,0.008896797153024912,0.077,0.3274428274428275,0.0,Private room
16,0.12001200120012001,1.7307692307692308,0.008896797153024912,0.105,0.43139293139293144,8.10958904109589,Entire home/apt
17,0.060006000600060005,7.93956043956044,0.0,0.023,0.6288981288981289,2.1369863013698627,Private room
18,0.04400440044004401,0.32967032967032966,0.017793594306049827,0.114,0.576923076923077,9.671232876712327,Private room
19,0.18001800180018002,0.8241758241758241,0.0800711743772242,0.033,0.12993762993762994,2.3561643835616435,Entire home/apt
20,0.05000500050005,0.46703296703296704,0.017793594306049827,0.256,1.0706860706860706,9.89041095890411,Private room
21,0.052005200520052,3.9835164835164836,0.008896797153024912,0.097,0.7484407484407485,8.931506849315069,Private room
22,0.05000500050005,0.35714285714285715,0.017793594306049827,0.286,1.2266112266112266,0.0273972602739726,Private room
23,0.07000700070007,3.159340659340659,0.0,0.075,0.3274428274428275,6.876712328767123,Private room
24,0.089008900890089,0.7142857142857143,0.026690391459074737,0.177,0.738045738045738,9.561643835616438,Private room
25,0.085008500850085,8.269230769230768,0.008896797153024912,0.253,1.0654885654885655,1.1780821917808217,Entire home/apt
26,0.040004000400040006,2.087912087912088,0.0,0.219,0.9199584199584201,0.0,Shared room
27,0.06800680068006801,8.159340659340659,0.008896797153024912,0.258,1.0862785862785862,1.6986301369863013,Private room
28,0.135013501350135,2.5549450549450547,0.026690391459074737,0.089,0.37422037422037424,7.863013698630136,Private room
29,0.15001500150015,2.5,0.053380782918149475,0.106,0.45218295218295224,0.0273972602739726,Entire home/apt
30,0.15001500150015,5.7967032967032965,0.2491103202846975,0.012,0.2234927234927235,1.6712328767123288,Entire home/apt
31,0.13001300130013002,2.6648351648351647,0.008896797153024912,0.269,1.2058212058212059,5.178082191780821,Private room
32,0.11001100110011001,8.269230769230768,0.053380782918149475,0.064,0.2702702702702703,9.287671232876711,Entire home/apt
33,0.12001200120012001,7.362637362637362,0.017793594306049827,0.012,0.04677754677754678,0.0,Entire home/apt
34,0.08000800080008001,0.7692307692307692,0.017793594306049827,0.142,0.6029106029106029,7.698630136986301,Private room
