,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020,room_type
0,0.4079516490438542,0.015,0.1355498421514773,53.55101102941177,3.9e-06,0.6452991452991453,Entire home/apt
1,-0.289537394963198,0.188,-0.3323880136640557,147.68757126567846,4.67e-05,0.6452991452991453,Entire home/apt
2,0.2797367512484402,0.362,-0.22840182348282614,53.55101102941177,6e-06,61.45564700502972,Entire home/apt
3,-0.4382666764058783,0.0,1.1234186488731581,53.55101102941177,3.8e-06,345.2732876712329,Private room
4,-0.34082335408136366,0.141,-0.2803949185734409,147.68757126567846,3.52e-05,210.98980516538288,Private room
5,0.023306955657612174,0.086,-0.3323880136640557,147.68757126567846,1.29e-05,0.6452991452991453,Entire home/apt
6,-0.3100517786104643,0.323,-0.22840182348282614,147.68757126567846,1.56e-05,61.45564700502972,Private room
7,-0.289537394963198,0.012,-0.17640872839221136,147.68757126567846,1.3500000000000001e-05,0.6452991452991453,Private room
8,-0.13055092169688465,0.226,8.974376007555989,19.923818059601164,2.2e-06,210.98980516538288,Entire home/apt
9,-0.027979003460553438,0.319,-0.2803949185734409,147.68757126567846,1.3300000000000001e-05,0.6452991452991453,Entire home/apt
10,0.27460815533662364,0.015,-0.3323880136640557,147.68757126567846,1.79e-05,0.6452991452991453,Entire home/apt
11,-0.23825143584503244,0.172,-0.22840182348282614,53.55101102941177,4.43e-05,61.45564700502972,Entire home/apt
12,0.7874677465182798,0.014,-0.22840182348282614,4.320797462618939,7.000000000000001e-07,0.6452991452991453,Entire home/apt
13,-0.15619390125596747,0.004,-0.3323880136640557,147.68757126567846,1.1499999999999998e-05,0.6452991452991453,Private room
14,-0.3356947581695471,0.004,-0.3323880136640557,53.55101102941177,3.7e-06,210.98980516538288,Private room
15,-0.581867361936742,0.015,-0.2803949185734409,53.55101102941177,6.4e-06,0.6452991452991453,Private room
16,-0.13055092169688465,0.063,-0.2803949185734409,147.68757126567846,8.4e-06,210.98980516538288,Entire home/apt
17,-0.4382666764058783,0.289,-0.3323880136640557,19.923818059601164,1.22e-05,61.45564700502972,Private room
18,-0.5203242109949433,0.012,-0.22840182348282614,147.68757126567846,1.1200000000000001e-05,345.2732876712329,Private room
19,0.177164833012109,0.03,0.1355498421514773,19.923818059601164,2.6e-06,61.45564700502972,Entire home/apt
